Protein_ID;Gene Name;log2_FC;p_val;p_adj;significant;WT_vs_DPP4_significant;imputed;num_NAs;Protein.Names.x;Protein.Names.y
Q9HCU5;PREB;0.32;0.000248;0.00117;FALSE;FALSE;FALSE;0;SEC12;Guanine nucleotide-exchange factor SEC12
Q9HD15;SRA1;-0.0858;0.569;0.688;FALSE;FALSE;FALSE;0;SRA1;Steroid receptor RNA activator 1
Q9HD20;ATP13A1;0.394;0.000266;0.00124;FALSE;FALSE;FALSE;0;AT131;Endoplasmic reticulum transmembrane helix translocase
Q9HD26;GOPC;-0.365;0.0000021;0.0000176;FALSE;FALSE;FALSE;0;GOPC;Golgi-associated PDZ and coiled-coil motif-containing protein
Q9HD33;MRPL47;0.201;0.265;0.394;FALSE;FALSE;FALSE;0;RM47;Large ribosomal subunit protein uL29m
Q9HD42;CHMP1A;-0.662;0.354;0.489;FALSE;FALSE;TRUE;5;CHM1A;Charged multivesicular body protein 1a
Q9HD45;TM9SF3;-0.376;0.000194;0.000948;FALSE;FALSE;FALSE;0;TM9S3;Transmembrane 9 superfamily member 3
Q9HD47;RANGRF;-0.819;0.000000168;0.00000191;FALSE;FALSE;FALSE;0;MOG1;Ran guanine nucleotide release factor
Q9HDC5;JPH1;-0.854;0.00509;0.0155;FALSE;FALSE;TRUE;5;JPH1;Junctophilin-1
Q9HDC9;APMAP;0.505;0.000102;0.000542;FALSE;FALSE;FALSE;0;APMAP;Adipocyte plasma membrane-associated protein
Q9NNW5;WDR6;-0.432;0.00000152;0.0000134;FALSE;FALSE;FALSE;0;WDR6;tRNA (34-2'-O)-methyltransferase regulator WDR6
Q9NNW7;TXNRD2;0.791;0.0000534;0.000312;FALSE;FALSE;FALSE;0;TRXR2;Thioredoxin reductase 2, mitochondrial
Q9NP58;ABCB6;0.674;0.123;0.22;FALSE;FALSE;TRUE;7;ABCB6;ATP-binding cassette sub-family B member 6
Q9NP61;ARFGAP3;0.492;0.05;0.106;FALSE;FALSE;FALSE;0;ARFG3;ADP-ribosylation factor GTPase-activating protein 3
Q9NP66;HMG20A;-0.226;0.228;0.353;FALSE;FALSE;FALSE;0;HM20A;High mobility group protein 20A
Q9NP72;RAB18;-0.0689;0.588;0.705;FALSE;FALSE;FALSE;0;RAB18;Ras-related protein Rab-18
Q9NP73;ALG13;-0.183;0.651;0.756;FALSE;FALSE;TRUE;1;ALG13;UDP-N-acetylglucosamine transferase subunit ALG13
Q9NP74;PALMD;-0.402;0.00316;0.0104;FALSE;FALSE;FALSE;0;PALMD;Palmdelphin
Q9NP77;SSU72;0.147;0.253;0.382;FALSE;FALSE;FALSE;0;SSU72;RNA polymerase II subunit A C-terminal domain phosphatase SSU72
Q9NP79;VTA1;-0.428;0.0661;0.134;FALSE;FALSE;FALSE;0;VTA1;Vacuolar protein sorting-associated protein VTA1 homolog
Q9NP80;PNPLA8;0.073;0.816;0.881;FALSE;FALSE;TRUE;13;PLPL8;Calcium-independent phospholipase A2-gamma
Q9NP81;SARS2;-0.0507;0.45;0.582;FALSE;FALSE;FALSE;0;SYSM;Serine--tRNA ligase, mitochondrial
Q9NP92;MRPS30;-0.0422;0.694;0.792;FALSE;FALSE;FALSE;0;RT30;Large ribosomal subunit protein mL65
Q9NP97;DYNLRB1;0.245;0.00645;0.0191;FALSE;FALSE;FALSE;0;DLRB1;Dynein light chain roadblock-type 1
Q9NPA0;EMC7;0.235;0.0363;0.0819;FALSE;FALSE;FALSE;0;EMC7;Endoplasmic reticulum membrane protein complex subunit 7
Q9NPA8;ENY2;-0.0486;0.753;0.835;FALSE;FALSE;FALSE;0;ENY2;Transcription and mRNA export factor ENY2
Q9NPB8;GPCPD1;-0.723;0.13;0.229;FALSE;FALSE;TRUE;15;GPCP1;Glycerophosphocholine phosphodiesterase GPCPD1
Q9NPD3;EXOSC4;-0.263;0.0215;0.053;FALSE;FALSE;FALSE;0;EXOS4;Exosome complex component RRP41
Q9NPD8;UBE2T;-0.349;0.193;0.31;FALSE;FALSE;FALSE;0;UBE2T;Ubiquitin-conjugating enzyme E2 T
Q9NPE3;NOP10;-0.104;0.253;0.382;FALSE;FALSE;FALSE;0;NOP10;H/ACA ribonucleoprotein complex subunit 3
Q9NPF0;CD320;-0.259;0.439;0.572;FALSE;FALSE;FALSE;0;CD320;CD320 antigen
Q9NPF4;OSGEP;-0.0477;0.618;0.732;FALSE;FALSE;FALSE;0;OSGEP;tRNA N6-adenosine threonylcarbamoyltransferase
Q9NPF5;DMAP1;-0.175;0.026;0.062;FALSE;FALSE;FALSE;0;DMAP1;DNA methyltransferase 1-associated protein 1
Q9NPG3;UBN1;0.00641;0.971;0.982;FALSE;FALSE;TRUE;7;UBN1;Ubinuclein-1
Q9NPH0;ACP6;0.425;0.00448;0.0139;FALSE;FALSE;FALSE;0;PPA6;Lysophosphatidic acid phosphatase type 6
Q9NPH2;ISYNA1;0.451;0.0000476;0.000282;FALSE;FALSE;FALSE;0;INO1;Inositol-3-phosphate synthase 1
Q9NPI0;TMEM138;0.537;0.195;0.312;FALSE;FALSE;TRUE;6;TM138;Transmembrane protein 138
Q9NPI1;BRD7;-0.0439;0.751;0.834;FALSE;FALSE;FALSE;0;BRD7;Bromodomain-containing protein 7
Q9NPI6;DCP1A;0.464;0.0588;0.122;FALSE;FALSE;FALSE;0;DCP1A;mRNA-decapping enzyme 1A
Q9NPJ3;ACOT13;-0.203;0.537;0.661;FALSE;FALSE;FALSE;0;ACO13;Acyl-coenzyme A thioesterase 13
Q9NPJ6;MED4;-0.0556;0.813;0.88;FALSE;FALSE;FALSE;0;MED4;Mediator of RNA polymerase II transcription subunit 4
Q9NPL8;TIMMDC1;-0.022;0.706;0.801;FALSE;FALSE;FALSE;0;TIDC1;Complex I assembly factor TIMMDC1, mitochondrial
Q9NPQ8;RIC8A;0.552;0.0000114;0.0000806;FALSE;FALSE;FALSE;0;RIC8A;Synembryn-A
Q9NQ29;LUC7L;0.164;0.203;0.322;FALSE;FALSE;FALSE;0;LUC7L;Putative RNA-binding protein Luc7-like 1
Q9NQ48;LZTFL1;-0.125;0.215;0.337;FALSE;FALSE;FALSE;0;LZTL1;Leucine zipper transcription factor-like protein 1
Q9NQ50;MRPL40;-0.0339;0.874;0.92;FALSE;FALSE;FALSE;0;RM40;Large ribosomal subunit protein mL40
Q9NQ55;PPAN;-0.015;0.857;0.91;FALSE;FALSE;FALSE;0;SSF1;Suppressor of SWI4 1 homolog
Q9NQ84;GPRC5C;0.896;2.58E-10;6.96E-09;FALSE;FALSE;FALSE;0;GPC5C;G-protein coupled receptor family C group 5 member C
Q9NQ88;TIGAR;-0.202;0.0222;0.0544;FALSE;FALSE;FALSE;0;TIGAR;Fructose-2,6-bisphosphatase TIGAR
Q9NQ92;COPRS;0.279;0.571;0.689;FALSE;FALSE;TRUE;3;COPRS;Coordinator of PRMT5 and differentiation stimulator
Q9NQC3;RTN4;0.619;0.0000795;0.00044;FALSE;FALSE;FALSE;0;RTN4;Reticulon-4
Q9NQC8;IFT46;0.642;0.101;0.187;FALSE;FALSE;TRUE;7;IFT46;Intraflagellar transport protein 46 homolog
Q9NQE9;HINT3;0.404;0.374;0.51;FALSE;FALSE;FALSE;0;HINT3;Adenosine 5'-monophosphoramidase HINT3
Q9NQG1;MANBAL;-0.0819;0.86;0.911;FALSE;FALSE;TRUE;7;MANBL;Protein MANBAL
Q9NQG5;RPRD1B;-0.0696;0.429;0.562;FALSE;FALSE;FALSE;0;RPR1B;Regulation of nuclear pre-mRNA domain-containing protein 1B
Q9NQH7;XPNPEP3;-0.497;0.021;0.0519;FALSE;FALSE;FALSE;0;XPP3;Xaa-Pro aminopeptidase 3
Q9NQP4;PFDN4;-0.0642;0.774;0.851;FALSE;FALSE;FALSE;0;PFD4;Prefoldin subunit 4
Q9NQR4;NIT2;-0.388;0.000102;0.000542;FALSE;FALSE;FALSE;0;NIT2;Omega-amidase NIT2
Q9NQS1;AVEN;-0.216;0.395;0.531;FALSE;FALSE;FALSE;0;AVEN;Cell death regulator Aven
Q9NQS7;INCENP;-0.978;0.00000021;0.00000233;FALSE;FALSE;FALSE;0;INCE;Inner centromere protein
Q9NQT4;EXOSC5;-0.289;0.000575;0.00242;FALSE;FALSE;FALSE;0;EXOS5;Exosome complex component RRP46
Q9NQT5;EXOSC3;-0.202;0.303;0.436;FALSE;FALSE;FALSE;0;EXOS3;Exosome complex component RRP40
Q9NQT8;KIF13B;-0.074;0.509;0.637;FALSE;FALSE;FALSE;0;KI13B;Kinesin-like protein KIF13B
Q9NQW6;ANLN;-0.906;5.98E-14;5.73E-12;FALSE;FALSE;FALSE;0;ANLN;Anillin
Q9NQW7;XPNPEP1;0.0827;0.207;0.327;FALSE;FALSE;FALSE;0;XPP1;Xaa-Pro aminopeptidase 1
Q9NQX3;GPHN;0.155;0.372;0.508;FALSE;FALSE;FALSE;0;GEPH;Gephyrin
Q9NQX4;MYO5C;0.273;0.341;0.476;FALSE;FALSE;TRUE;2;MYO5C;Unconventional myosin-Vc
Q9NQX7;ITM2C;0.322;0.0661;0.134;FALSE;FALSE;TRUE;1;ITM2C;Integral membrane protein 2C
Q9NQZ2;UTP3;0.0686;0.557;0.677;FALSE;FALSE;FALSE;0;SAS10;Something about silencing protein 10
Q9NQZ5;STARD7;0.33;0.000954;0.00377;FALSE;FALSE;FALSE;0;STAR7;StAR-related lipid transfer protein 7, mitochondrial
Q9NR09;BIRC6;0.296;0.0000762;0.000423;FALSE;FALSE;FALSE;0;BIRC6;Baculoviral IAP repeat-containing protein 6
Q9NR12;PDLIM7;-0.208;0.167;0.278;FALSE;FALSE;FALSE;0;PDLI7;PDZ and LIM domain protein 7
Q9NR19;ACSS2;-0.155;0.24;0.366;FALSE;FALSE;FALSE;0;ACSA;Acetyl-coenzyme A synthetase, cytoplasmic
Q9NR22;PRMT8;-0.275;0.707;0.802;FALSE;FALSE;TRUE;13;ANM8;Protein arginine N-methyltransferase 8
Q9NR28;DIABLO;-0.0175;0.833;0.892;FALSE;FALSE;FALSE;0;DBLOH;Diablo IAP-binding mitochondrial protein
Q9NR30;DDX21;-0.4;0.00158;0.00581;FALSE;FALSE;FALSE;0;DDX21;Nucleolar RNA helicase 2
Q9NR31;SAR1A;0.364;0.000104;0.000553;FALSE;FALSE;FALSE;0;SAR1A;Small COPII coat GTPase SAR1A
Q9NR45;NANS;0.223;0.00361;0.0116;FALSE;FALSE;FALSE;0;SIAS;Sialic acid synthase
Q9NR46;SH3GLB2;0.0635;0.62;0.733;FALSE;FALSE;FALSE;0;SHLB2;Endophilin-B2
Q9NR50;EIF2B3;0.39;0.00274;0.00922;FALSE;FALSE;FALSE;0;EI2BG;Translation initiation factor eIF2B subunit gamma
Q9NR56;MBNL1;0.344;0.000248;0.00117;FALSE;FALSE;FALSE;0;MBNL1;Muscleblind-like protein 1
Q9NRC1;ST7;-0.408;0.323;0.458;FALSE;FALSE;TRUE;12;ST7;Suppressor of tumorigenicity 7 protein
Q9NRF8;CTPS2;0.0123;0.899;0.936;FALSE;FALSE;FALSE;0;PYRG2;CTP synthase 2
Q9NRF9;POLE3;0.076;0.836;0.893;FALSE;FALSE;TRUE;3;DPOE3;DNA polymerase epsilon subunit 3
Q9NRG0;CHRAC1;-0.121;0.578;0.696;FALSE;FALSE;FALSE;0;CHRC1;Chromatin accessibility complex protein 1
Q9NRG4;SMYD2;-0.414;0.111;0.203;FALSE;FALSE;FALSE;0;SMYD2;N-lysine methyltransferase SMYD2
Q9NRG9;AAAS;0.138;0.155;0.263;FALSE;FALSE;FALSE;0;AAAS;Aladin
Q9NRH1;YAE1;0.23;0.57;0.689;FALSE;FALSE;TRUE;6;YAE1;Protein YAE1 homolog
Q9NRK6;ABCB10;-0.508;0.00000853;0.0000618;FALSE;FALSE;FALSE;0;ABCBA;ATP-binding cassette sub-family B member 10, mitochondrial
Q9NRL2;BAZ1A;-0.526;0.434;0.568;FALSE;FALSE;FALSE;0;BAZ1A;Bromodomain adjacent to zinc finger domain protein 1A
Q9NRL3;STRN4;-0.0822;0.511;0.639;FALSE;FALSE;FALSE;0;STRN4;Striatin-4
Q9NRN7;AASDHPPT;0.0875;0.714;0.807;FALSE;FALSE;FALSE;0;ADPPT;L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
Q9NRN9;METTL5;-0.227;0.233;0.358;FALSE;FALSE;FALSE;0;METL5;rRNA N6-adenosine-methyltransferase METTL5
Q9NRP0;OSTC;-0.292;0.115;0.209;FALSE;FALSE;FALSE;0;OSTC;Oligosaccharyltransferase complex subunit OSTC
Q9NRP2;CMC2;-0.41;0.166;0.276;FALSE;FALSE;FALSE;0;COXM2;COX assembly mitochondrial protein 2 homolog
Q9NRR5;UBQLN4;0.0456;0.791;0.864;FALSE;FALSE;FALSE;0;UBQL4;Ubiquilin-4
Q9NRV9;HEBP1;-0.0678;0.259;0.388;FALSE;FALSE;FALSE;0;HEBP1;Heme-binding protein 1
Q9NRW3;APOBEC3C;0.609;0.0242;0.0585;FALSE;FALSE;FALSE;0;ABC3C;DNA dC->dU-editing enzyme APOBEC-3C
Q9NRW7;VPS45;0.612;0.0000643;0.000364;FALSE;FALSE;FALSE;0;VPS45;Vacuolar protein sorting-associated protein 45
Q9NRX1;PNO1;0.505;0.00000343;0.0000273;FALSE;FALSE;FALSE;0;PNO1;RNA-binding protein PNO1
Q9NRX2;MRPL17;0.147;0.353;0.488;FALSE;FALSE;FALSE;0;RM17;Large ribosomal subunit protein bL17m
Q9NRX4;PHPT1;0.86;3.06E-09;5.77E-08;FALSE;FALSE;FALSE;0;PHP14;14 kDa phosphohistidine phosphatase
Q9NRX5;SERINC1;0.485;0.00664;0.0195;FALSE;FALSE;FALSE;0;SERC1;Serine incorporator 1
Q9NRY2;INIP;0.0931;0.457;0.588;FALSE;FALSE;FALSE;0;SOSSC;SOSS complex subunit C
Q9NRY4;ARHGAP35;0.0754;0.381;0.517;FALSE;FALSE;FALSE;0;RHG35;Rho GTPase-activating protein 35
Q9NRY5;FAM114A2;0.689;0.00166;0.00603;FALSE;FALSE;FALSE;0;F1142;Protein FAM114A2
Q9NRZ9;HELLS;-0.0914;0.425;0.558;FALSE;FALSE;FALSE;0;HELLS;Lymphoid-specific helicase
Q9NS00;C1GALT1;-0.54;0.0234;0.0568;FALSE;FALSE;TRUE;1;C1GLT;Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
Q9NS18;GLRX2;-0.218;0.255;0.384;FALSE;FALSE;TRUE;2;GLRX2;Glutaredoxin-2, mitochondrial
Q9NS69;TOMM22;-0.0109;0.959;0.974;FALSE;FALSE;FALSE;0;TOM22;Mitochondrial import receptor subunit TOM22 homolog
Q9NS73;MBIP;-0.342;0.0571;0.119;FALSE;FALSE;TRUE;3;MBIP1;MAP3K12-binding inhibitory protein 1
Q9NS86;LANCL2;-0.367;0.00289;0.00962;FALSE;FALSE;FALSE;0;LANC2;LanC-like protein 2
Q9NS87;KIF15;0.174;0.205;0.326;FALSE;FALSE;FALSE;0;KIF15;Kinesin-like protein KIF15
Q9NS91;RAD18;0.244;0.0311;0.0719;FALSE;FALSE;FALSE;0;RAD18;E3 ubiquitin-protein ligase RAD18
Q9NSA3;CTNNBIP1;0.00185;0.994;0.997;FALSE;FALSE;TRUE;2;CNBP1;Beta-catenin-interacting protein 1
Q9NSB2;KRT84;-0.899;0.306;0.438;FALSE;FALSE;TRUE;6;KRT84;Keratin, type II cuticular Hb4
Q9NSC5;HOMER3;-0.0744;0.376;0.511;FALSE;FALSE;FALSE;0;HOME3;Homer protein homolog 3
Q9NSD9;FARSB;0.114;0.329;0.463;FALSE;FALSE;FALSE;0;SYFB;Phenylalanine--tRNA ligase beta subunit
Q9NSE4;IARS2;0.0714;0.153;0.26;FALSE;FALSE;FALSE;0;SYIM;Isoleucine--tRNA ligase, mitochondrial
Q9NSI2;SLX9;-0.124;0.539;0.663;FALSE;FALSE;FALSE;0;SLX9;Ribosome biogenesis protein SLX9 homolog
Q9NSK0;KLC4;-0.274;0.0122;0.0326;FALSE;FALSE;FALSE;0;KLC4;Kinesin light chain 4
Q9NSV4;DIAPH3;-0.367;0.012;0.0322;FALSE;FALSE;FALSE;0;DIAP3;Protein diaphanous homolog 3
Q9NSY1;BMP2K;-0.426;0.0108;0.0296;FALSE;FALSE;FALSE;0;BMP2K;BMP-2-inducible protein kinase
Q9NT62;ATG3;0.0069;0.96;0.974;FALSE;FALSE;FALSE;0;ATG3;Ubiquitin-like-conjugating enzyme ATG3
Q9NTI5;PDS5B;-0.307;0.00477;0.0147;FALSE;FALSE;FALSE;0;PDS5B;Sister chromatid cohesion protein PDS5 homolog B
Q9NTJ3;SMC4;-0.374;2.65E-08;0.000000365;FALSE;FALSE;FALSE;0;SMC4;Structural maintenance of chromosomes protein 4
Q9NTJ5;SACM1L;0.129;0.333;0.467;FALSE;FALSE;FALSE;0;SAC1;Phosphatidylinositol-3-phosphatase SAC1
Q9NTK5;OLA1;0.201;0.416;0.55;FALSE;FALSE;FALSE;0;OLA1;Obg-like ATPase 1
Q9NTM9;CUTC;-0.862;0.000585;0.00246;FALSE;FALSE;TRUE;6;CUTC;Copper homeostasis protein cutC homolog
Q9NTX5;ECHDC1;-0.946;0.0000668;0.000377;FALSE;FALSE;FALSE;0;ECHD1;Ethylmalonyl-CoA decarboxylase
Q9NTZ6;RBM12;-0.0425;0.772;0.851;FALSE;FALSE;FALSE;0;RBM12;RNA-binding protein 12
Q9NU19;TBC1D22B;-0.254;0.0372;0.0835;FALSE;FALSE;FALSE;0;TB22B;TBC1 domain family member 22B
Q9NU22;MDN1;-0.2;0.0758;0.15;FALSE;FALSE;FALSE;0;MDN1;Midasin
Q9NUD5;ZCCHC3;0.133;0.386;0.521;FALSE;FALSE;FALSE;0;ZCHC3;Zinc finger CCHC domain-containing protein 3
Q9NUG6;PDRG1;-0.0251;0.873;0.919;FALSE;FALSE;FALSE;0;PDRG1;p53 and DNA damage-regulated protein 1
Q9NUJ1;ABHD10;0.0568;0.465;0.596;FALSE;FALSE;FALSE;0;ABHDA;Palmitoyl-protein thioesterase ABHD10, mitochondrial
Q9NUJ3;TCP11L1;-0.717;0.0107;0.0293;FALSE;FALSE;TRUE;3;T11L1;T-complex protein 11-like protein 1
Q9NUL3;STAU2;-0.021;0.807;0.875;FALSE;FALSE;FALSE;0;STAU2;Double-stranded RNA-binding protein Staufen homolog 2
Q9NUL7;DDX28;-0.161;0.457;0.589;FALSE;FALSE;TRUE;1;DDX28;Probable ATP-dependent RNA helicase DDX28
Q9NUM3;SLC39A9;0.033;0.893;0.934;FALSE;FALSE;FALSE;0;S39A9;Zinc transporter ZIP9
Q9NUM4;TMEM106B;-0.215;0.0742;0.148;FALSE;FALSE;FALSE;0;T106B;Transmembrane protein 106B
Q9NUP9;LIN7C;-0.372;0.0198;0.0496;FALSE;FALSE;FALSE;0;LIN7C;Protein lin-7 homolog C
Q9NUQ3;TXLNG;-0.477;0.00000327;0.0000262;FALSE;FALSE;FALSE;0;TXLNG;Gamma-taxilin
Q9NUQ6;SPATS2L;0.959;3.83E-11;1.24E-09;FALSE;FALSE;FALSE;0;SPS2L;SPATS2-like protein
Q9NUQ7;UFSP2;0.134;0.647;0.753;FALSE;FALSE;TRUE;2;UFSP2;Ufm1-specific protease 2
Q9NUQ8;ABCF3;0.059;0.553;0.674;FALSE;FALSE;FALSE;0;ABCF3;ATP-binding cassette sub-family F member 3
Q9NUQ9;CYRIB;0.176;0.00156;0.00572;FALSE;FALSE;FALSE;0;CYRIB;CYFIP-related Rac1 interactor B
Q9NUU7;DDX19A;-0.175;0.0403;0.089;FALSE;FALSE;FALSE;0;DD19A;ATP-dependent RNA helicase DDX19A
Q9NUV7;SPTLC3;0.566;0.00676;0.0199;FALSE;FALSE;TRUE;11;SPTC3;Serine palmitoyltransferase 3
Q9NUW8;TDP1;0.037;0.715;0.808;FALSE;FALSE;FALSE;0;TYDP1;Tyrosyl-DNA phosphodiesterase 1
Q9NUY8;TBC1D23;-0.358;0.00643;0.019;FALSE;FALSE;FALSE;0;TBC23;TBC1 domain family member 23
Q9NV06;DCAF13;-0.12;0.0865;0.166;FALSE;FALSE;FALSE;0;DCA13;DDB1- and CUL4-associated factor 13
Q9NV31;IMP3;0.0313;0.633;0.744;FALSE;FALSE;FALSE;0;IMP3;U3 small nucleolar ribonucleoprotein protein IMP3
Q9NV35;NUDT15;-0.194;0.195;0.312;FALSE;FALSE;FALSE;0;NUD15;Nucleotide triphosphate diphosphatase NUDT15
Q9NV56;MRGBP;-0.805;0.0000184;0.000123;FALSE;FALSE;FALSE;0;MRGBP;MRG/MORF4L-binding protein
Q9NV70;EXOC1;0.148;0.469;0.601;FALSE;FALSE;FALSE;0;EXOC1;Exocyst complex component 1
Q9NV88;INTS9;0.105;0.629;0.741;FALSE;FALSE;FALSE;0;INT9;Integrator complex subunit 9
Q9NV96;TMEM30A;0.074;0.526;0.651;FALSE;FALSE;FALSE;0;CC50A;Cell cycle control protein 50A
Q9NVA1;UQCC1;-0.0559;0.568;0.687;FALSE;FALSE;FALSE;0;UQCC1;Ubiquinol-cytochrome c reductase complex assembly factor 1
Q9NVA2;SEPTIN11;-0.134;0.322;0.457;FALSE;FALSE;FALSE;0;sept-11;Septin-11
Q9NVC6;MED17;0.0169;0.925;0.952;FALSE;FALSE;FALSE;0;MED17;Mediator of RNA polymerase II transcription subunit 17
Q9NVD7;PARVA;0.546;0.0000072;0.0000533;FALSE;FALSE;FALSE;0;PARVA;Alpha-parvin
Q9NVE7;PANK4;0.902;1.13E-12;6.01E-11;FALSE;FALSE;FALSE;0;PANK4;4'-phosphopantetheine phosphatase
Q9NVF7;FBXO28;-0.0535;0.68;0.782;FALSE;FALSE;FALSE;0;FBX28;F-box only protein 28
Q9NVH0;EXD2;0.188;0.0146;0.0381;FALSE;FALSE;FALSE;0;EXD2;Exonuclease 3'-5' domain-containing protein 2
Q9NVH1;DNAJC11;0.488;9.25E-08;0.00000111;FALSE;FALSE;FALSE;0;DJC11;DnaJ homolog subfamily C member 11
Q9NVH2;INTS7;0.0757;0.253;0.382;FALSE;FALSE;FALSE;0;INT7;Integrator complex subunit 7
Q9NVI1;FANCI;-0.556;0.00000273;0.0000223;FALSE;FALSE;FALSE;0;FANCI;Fanconi anemia group I protein
Q9NVI7;ATAD3A;0.494;0.0000674;0.00038;FALSE;FALSE;FALSE;0;ATD3A;ATPase family AAA domain-containing protein 3A
Q9NVJ2;ARL8B;0.448;0.115;0.208;FALSE;FALSE;FALSE;0;ARL8B;ADP-ribosylation factor-like protein 8B
Q9NVM6;DNAJC17;0.352;0.0983;0.184;FALSE;FALSE;FALSE;0;DJC17;DnaJ homolog subfamily C member 17
Q9NVM9;INTS13;0.0759;0.454;0.586;FALSE;FALSE;FALSE;0;INT13;Integrator complex subunit 13
Q9NVN3;RIC8B;0.192;0.306;0.439;FALSE;FALSE;TRUE;2;RIC8B;Synembryn-B
Q9NVN8;GNL3L;-0.015;0.906;0.941;FALSE;FALSE;FALSE;0;GNL3L;Guanine nucleotide-binding protein-like 3-like protein
Q9NVP1;DDX18;0.264;0.203;0.322;FALSE;FALSE;FALSE;0;DDX18;ATP-dependent RNA helicase DDX18
Q9NVP2;ASF1B;-0.338;0.0269;0.0636;FALSE;FALSE;FALSE;0;ASF1B;Histone chaperone ASF1B
Q9NVR0;KLHL11;0.216;0.23;0.355;FALSE;FALSE;TRUE;1;KLH11;Kelch-like protein 11
Q9NVR2;INTS10;-0.161;0.312;0.445;FALSE;FALSE;FALSE;0;INT10;Integrator complex subunit 10
Q9NVR5;DNAAF2;-0.218;0.332;0.467;FALSE;FALSE;FALSE;0;KTU;Protein kintoun
Q9NVS2;MRPS18A;-0.0801;0.255;0.384;FALSE;FALSE;FALSE;0;RT18A;Large ribosomal subunit protein mL66
Q9NVS9;PNPO;0.844;0.0000422;0.000253;FALSE;FALSE;FALSE;0;PNPO;Pyridoxine-5'-phosphate oxidase
Q9NVT9;ARMC1;0.775;0.0195;0.0487;FALSE;FALSE;FALSE;0;ARMC1;Armadillo repeat-containing protein 1
Q9NVU0;POLR3E;0.166;0.0531;0.112;FALSE;FALSE;FALSE;0;RPC5;DNA-directed RNA polymerase III subunit RPC5
Q9NVU7;SDAD1;-0.32;0.0253;0.0605;FALSE;FALSE;FALSE;0;SDA1;Protein SDA1 homolog
Q9NVV4;MTPAP;0.0912;0.834;0.892;FALSE;FALSE;TRUE;1;PAPD1;Poly(A) RNA polymerase, mitochondrial
Q9NVX0;HAUS2;0.543;0.0364;0.082;FALSE;FALSE;TRUE;4;HAUS2;HAUS augmin-like complex subunit 2
Q9NVX2;NLE1;0.434;0.000481;0.00207;FALSE;FALSE;FALSE;0;NLE1;Notchless protein homolog 1
Q9NVZ3;NECAP2;0.82;0.000201;0.000974;FALSE;FALSE;FALSE;0;NECP2;Adaptin ear-binding coat-associated protein 2
Q9NW08;POLR3B;0.174;0.171;0.284;FALSE;FALSE;FALSE;0;RPC2;DNA-directed RNA polymerase III subunit RPC2
Q9NW13;RBM28;-0.223;0.288;0.419;FALSE;FALSE;FALSE;0;RBM28;RNA-binding protein 28
Q9NW15;ANO10;0.125;0.254;0.382;FALSE;FALSE;FALSE;0;ANO10;Anoctamin-10
Q9NW64;RBM22;-0.175;0.1;0.187;FALSE;FALSE;FALSE;0;RBM22;Pre-mRNA-splicing factor RBM22
Q9NW68;BSDC1;-0.0372;0.683;0.785;FALSE;FALSE;FALSE;0;BSDC1;BSD domain-containing protein 1
Q9NW81;DMAC2;-0.227;0.0874;0.168;FALSE;FALSE;FALSE;0;DMAC2;Distal membrane-arm assembly complex protein 2
Q9NW82;WDR70;-0.0776;0.549;0.671;FALSE;FALSE;FALSE;0;WDR70;WD repeat-containing protein 70
Q9NWA0;MED9;0.419;0.497;0.628;FALSE;FALSE;TRUE;10;MED9;Mediator of RNA polymerase II transcription subunit 9
Q9NWB6;ARGLU1;-0.544;0.128;0.227;FALSE;FALSE;TRUE;1;ARGL1;Arginine and glutamate-rich protein 1
Q9NWB7;IFT57;-0.0133;0.948;0.968;FALSE;FALSE;TRUE;10;IFT57;Intraflagellar transport protein 57 homolog
Q9NWH9;SLTM;-0.279;0.0000361;0.000221;FALSE;FALSE;FALSE;0;SLTM;SAFB-like transcription modulator
Q9NWK9;ZNHIT6;-0.196;0.322;0.456;FALSE;FALSE;FALSE;0;BCD1;Box C/D snoRNA protein 1
Q9NWM8;FKBP14;-0.329;0.000857;0.00344;FALSE;FALSE;FALSE;0;FKB14;Peptidyl-prolyl cis-trans isomerase FKBP14
Q9NWQ8;PAG1;-0.754;0.000134;0.000687;FALSE;FALSE;TRUE;2;PHAG1;Phosphoprotein associated with glycosphingolipid-enriched microdomains 1
Q9NWS0;PIH1D1;0.107;0.638;0.747;FALSE;FALSE;FALSE;0;PIHD1;PIH1 domain-containing protein 1
Q9NWS6;FAM118A;-0.148;0.786;0.861;FALSE;FALSE;TRUE;9;F118A;Protein FAM118A
Q9NWS8;RMND1;-0.634;0.0602;0.124;FALSE;FALSE;TRUE;2;RMND1;Required for meiotic nuclear division protein 1 homolog
Q9NWT1;PAK1IP1;-0.411;0.000192;0.000939;FALSE;FALSE;FALSE;0;PK1IP;p21-activated protein kinase-interacting protein 1
Q9NWT6;HIF1AN;0.191;0.308;0.44;FALSE;FALSE;FALSE;0;HIF1N;Hypoxia-inducible factor 1-alpha inhibitor
Q9NWT8;AURKAIP1;0.574;0.0228;0.0557;FALSE;FALSE;TRUE;10;AKIP;Small ribosomal subunit protein mS38
Q9NWU1;OXSM;-0.0185;0.788;0.861;FALSE;FALSE;FALSE;0;OXSM;3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial
